,module_color,kME_in_own_module,kWithin
Gene.497,turquoise,0.9092560019934556,154.60748877899516
Gene.498,turquoise,0.9006490952076375,128.1383401940901
Gene.499,turquoise,0.8467165208908393,159.07539276686035
Gene.500,brown,0.8173435672378893,156.65589033828417
Gene.501,brown,0.777291870578682,161.86820771900372
Gene.502,blue,0.7246937714426381,134.5944899480745
Gene.503,black,0.6093130263767305,8.603981968607712
Gene.504,yellow,0.9184823361739629,104.40884019855456
Gene.505,turquoise,0.9154008229196526,164.38448674276034
Gene.506,brown,0.9325763813400055,87.8090113290836
Gene.507,yellow,0.8849259919027948,91.24820540795248
Gene.508,yellow,0.884353819023824,154.26805713016026
Gene.509,brown,0.9113209524246626,169.7774794934414
Gene.510,turquoise,0.5441205912656903,114.48258753079517
Gene.511,brown,0.8916374292264523,116.19801603156483
Gene.512,brown,0.8450421342577299,165.29685115727827
Gene.513,blue,0.8637899338396641,100.67983176634797
Gene.514,brown,0.8986367024752526,113.24524616294798
Gene.515,turquoise,0.9041005417277717,158.7144333872421
Gene.516,blue,0.8301691516423231,125.31665474451277
Gene.517,blue,0.8622155970812502,95.33190644455058
Gene.518,yellow,0.8416564006260997,140.69026083272712
Gene.519,turquoise,0.8788442082310183,163.39430596536826
Gene.520,blue,0.7437464959431087,144.62734760217072
Gene.521,turquoise,0.9372289443583415,179.89610377174156
